direccion,placa,vigente
CALLE OBISPO TAGASTE 1,1598,False
CALLE MAESTRO VARELA 10,7074,True
CALLE DOCTOR FLEMING 27,5164,True
CALLE DOCTOR FLEMING 14,7237,True
CALLE DOCTOR FLEMING 24,6604,True
CALLE FRANCISCANOS 49,6540,True
CALLE CUCHILLEROS 15,2309,False
CALLE CUCHILLEROS 15,4908,False
CALLE MARIANA PINEDA 4,6883,True
CALLE HELLIN 47 B,7090,True
CALLE HELLIN 49,987,True
CALLE DOCTOR BELTRAN MATEOS 16,6737,True
CALLE RODA (LA) 44,7161,True
AVDA TOREROS (LOS) 1,7414,True
AVDA CRONISTA MATEOS Y SOTOS 32,9089,True
CALLE BAILEN 7,590,False
CALLE CRISTOBAL LOZANO 9,7723,True
CALLE CORUÑA 5,3491,False
CALLE GRANADA 40,7711,True
CALLE GRANADA 40,6676,True
CALLE CARRETERA DE VALENCIA 0,6468,False
CALLE JOSE CARBAJAL 7,6555,True
AVDA EMILIA PARDO BAZAN 49,10687,True
AVDA EMILIA PARDO BAZAN 49,10685,True
PASEO CIRCUNVALACION (DE) 51,5234,True
CALLE FRANCISCO PIZARRO 83,4762,True
CALLE ANTONIO CUEVAS BELMONTE 9,5205,True
CALLE ANTONIO CUEVAS BELMONTE 11,4028,False
CALLE LUIS VIVES 13,2551,True
CALLE BLASCO IBAÑEZ 66,10447,True
CALLE FATIMA 7,2376,True
CALLE BERNABE CANTOS 28,6832,True
"CALLE ANTONIO FERNANDEZ ""MAZA"" 3",7278,True
CALLE BADAJOZ 3,7066,False
CALLE AGUSTINA DE ARAGON 72,6128,False
CALLE CARRETERA DE JAEN 40,5904,True
CALLE HERREROS 61,7182,True
CALLE DIONISIO GUARDIOLA 17,523,True
CALLE GENERAL VILLACAMPA 3,8088,True
CALLE LUGO 27,9470,False
CALLE NUESTRA SEÑORA LA ESPERANZA 0,6219,True
CALLE ALBASIT 3,6848,True
CALLE VIRGEN DE CORTES 8,2433,False
CALLE ANTONIO CUEVAS BELMONTE 7,4661,False
CALLE LUIS BADIA 95,6250,True
CALLE CRISTOBAL COLON 25,8095,True
CALLE DOCTOR FLEMING 42,4615,True
CALLE DOCTOR FLEMING 40,4858,True
CALLE LUIS BADIA 70,788,True
CALLE AMISTAD 1,2037,False
CALLE DIEGO DE ALMAGRO 8,8985,False
CALLE LUIS BADIA 69,4057,True
CALLE FRANCISCO PIZARRO 53,8368,True
CALLE DOCTOR FLEMING 44,2868,True
CALLE DOCTOR FLEMING 46,4156,True
CALLE LUIS BADIA 99,6854,True
PSAJE BUEN SUCESO 4,9253,False
CALLE ANTONIO CUEVAS BELMONTE 9,2872,False
CALLE LUIS BADIA 105,780,True
PSAJE ORIENTE 10,6507,True
CALLE DOCTOR FERRAN 27,6575,True
CALLE AGOSTO 21,8313,False
CALLE HUESCA 35,7341,True
CALLE LERIDA 44,7339,True
CALLE JACA 18,6545,False
CALLE VIRGEN DE LAS ANGUSTIAS 0,1313,True
CALLE BONIFACIO SOTOS OCHANDO 10,5218,False
CALLE ANTONIO MACHADO 61,2293,True
CALLE PEDRO COCA 29,8390,True
CALLE DOCTOR FLEMING 13,2384,True
CALLE ANTONIO MACHADO 70,2204,True
CALLE FRANCISCO PIZARRO 75,2781,True
CALLE FERNAN PEREZ DE OLIVA 18,2654,True
CALLE LUIS BADIA 107,4970,True
CALLE ARQUITECTO VANDELVIRA 42,2584,True
CALLE SAN CRISTOBAL 19,6159,True
CALLE CALDERON DE LA BARCA 7,6690,True
CALLE TORRES QUEVEDO 34,969,True
CALLE RIOS ROSAS 60,7737,True
CALLE FRANCISCO PIZARRO 71,2552,True
CALLE LUIS BADIA 95,4968,True
CALLE FRANCISCO PIZARRO 70,370,True
CALLE ELISA PIQUERAS LOZANO 5,9717,False
CALLE SAN CRISTOBAL 13,4699,False
CALLE DOCTOR FERRAN 87,7576,True
CALLE DOCTOR GALIACHO 6,7805,True
CALLE CID 39,7721,True
CALLE JORGE GUILLEN 1,5959,True
CALLE JUAN DE AUSTRIA 18,8042,True
CALLE SAN ADOLFO 3,7418,True
CALLE CRUZ AL NORTE 0,6890,True
CALLE JOSE ISBERT 2,3962,True
CALLE LUIS BADIA 7,7751,True
AVDA ESTACION 6,7158,True
CALLE TEJARES 70,7120,True
CALLE PADRE PASCUAL SUAREZ 28,9021,True
CALLE PERIODISTA DEL CAMPO AGUILAR 3,4774,True
CALLE CARDENAL CISNEROS 4,4749,True
CALLE CALATRAVA 41,6891,False
CALLE AVILA 8,4134,True
PLAZA JESUS DE MEDINACELI 1,3669,True
CALLE CERVANTES 48,5509,True
CALLE IGNACIO MONTURIOL 16,6805,False
CALLE MAESTRO VARELA 10,2099,False
CALLE GRANADA 66,3720,True
CALLE DOS DE MAYO 16,6994,False
CALLE AMOR DE DIOS 2,741,False
CALLE AMOR DE DIOS 2,1151,False
CALLE LUGO 27,9064,False
CALLE AMOR DE DIOS 0,1232,False
CALLE IGNACIO MONTURIOL 25,2571,False
CALLE LUIS VIVES 34,5705,True
CALLE LUIS VIVES 47,7054,False
CALLE LUIS VIVES 49,6979,False
CALLE IGNACIO MONTURIOL 29,7310,True
CALLE IGNACIO MONTURIOL 16,1488,False
CALLE MARIANA PINEDA 40,793,True
CALLE LUIS VIVES 35,5595,False
CALLE JUAN DE TOLEDO 34,1807,True
CALLE LUIS VIVES 47,2388,False
CALLE INDUSTRIA 24,7221,True
CALLE JUAN DE TOLEDO 44,3181,False
CALLE OBISPO TAGASTE 45,7924,True
CALLE JUAN DE TOLEDO 44,5091,False
CALLE URUGUAY 15,2184,False
CALLE BADAJOZ 101,7625,True
CALLE BADAJOZ 85,4558,False
CALLE BADAJOZ 97,7012,False
CALLE ANTONIO MACHADO 36,1948,True
CALLE ANTONIO MACHADO 10,902,True
CALLE PINTOR SOROLLA 2,9359,True
CALLE PINTOR SOROLLA 2,8991,True
CALLE SAN ILDEFONSO 12,7078,True
PLAZA CARRETAS 19,363,True
CALLE SAN ILDEFONSO 12,4398,True
CALLE AMOR DE DIOS 1,,False
CALLE OBISPO TAGASTE 53,1824,True
CALLE AMOR DE DIOS 3,347,False
CALLE AMOR DE DIOS 1,574,False
CALLE JUAN DE TOLEDO 48,4337,False
CALLE JORGE JUAN 9,7080,False
CALLE BAILEN 46,2075,False
CALLE BAILEN 46,2074,False
CALLE ALMERIA 12,5040,False
CALLE CALATRAVA 32,445,False
CALLE ORENSE 13,1836,True
CALLE MANUEL DE FALLA 37,113,True
CALLE AGUILA 38,7040,False
CALLE AGUILA 24,6824,False
CALLE AGUSTINA DE ARAGON 8,4427,False
CALLE AGUSTINA DE ARAGON 8,5601,False
CALLE AGUILA 41,5736,False
CALLE ESTRELLA (DE LA) 42,8457,False
CALLE AGUILA 27,599,False
CALLE QUIÑONES 6,6995,True
CALLE JOSE ECHEGARAY 35,464,False
CALLE BAILEN 50,8072,False
CALLE AGUILA 21,5854,False
CALLE GENERAL MENDEZ PARADA 5,5457,False
CALLE SAN JUAN 4,10476,True
CALLE SAN JUAN 8,10800,True
CALLE AMPARO (DEL) 1,5094,True
CALLE FRANKLIN ALBRICIAS 14,1627,True
CALLE MURILLO 28,6764,True
AVDA ARTE (EL) 6,10040,False
AVDA ARTE (EL) 8,10042,False
AVDA ARTE (EL) 10,10029,False
AVDA ARTE (EL) 12,10032,False
AVDA ARTE (EL) 16,10003,False
AVDA ARTE (EL) 18,10006,False
AVDA ARTE (EL) 20,,False
AVDA ARTE (EL) 22,,False
AVDA ARTE (EL) 24,10008,False
CALLE FILOSOFIA (LA) 8,10048,False
CALLE DERECHO (EL) 23,10058,False
CALLE HELLIN 53,6329,True
CALLE DERECHO (EL) 19,10079,False
CALLE ARBOLEDA 61,8567,False
CALLE DERECHO (EL) 15,8477,False
CALLE DERECHO (EL) 13,10075,False
CALLE DERECHO (EL) 11,9371,False
CALLE DERECHO (EL) 9,10073,False
CALLE DERECHO (EL) 7,10078,False
CALLE DERECHO (EL) 3,9400,False
CALLE HISTORIA (LA) 4,,False
CALLE HISTORIA (LA) 6,8512,False
CALLE HISTORIA (LA) 8,9709,False
CALLE HISTORIA (LA) 16,8598,False
CALLE HISTORIA (LA) 18,9803,False
CALLE HISTORIA (LA) 20,9886,False
CALLE HISTORIA (LA) 24,,False
CALLE FILOSOFIA (LA) 2,8599,False
AVDA ARTE (EL) 23,9928,False
AVDA ARTE (EL) 21,,True
AVDA ARTE (EL) 17,9934,False
AVDA ARTE (EL) 11,,False
AVDA ARTE (EL) 9,,False
AVDA ARTE (EL) 5,8648,False
AVDA ARTE (EL) 3,8533,False
CALLE BAÑOS 23,2597,True
CALLE HERNAN CORTES 12,2949,True
CALLE RAIMUNDO LULIO 7,144,True
CALLE RAIMUNDO LULIO 7,3786,True
CALLE HERNAN CORTES 22  SEMISOTANO,6971,True
CALLE RAIMUNDO LULIO 0,2594,True
CALLE HERNAN CORTES 22  ENT,6970,True
CALLE BAÑOS 37,4345,True
CALLE VIRGEN MARAVILLAS 3,7826,True
CALLE BAÑOS 30,6956,True
CALLE BAÑOS 34,3585,True
CALLE BAÑOS 37,3906,True
CALLE DOCTOR FERRAN 39,7082,True
CALLE JUAN SEBASTIAN ELCANO 33,3813,True
CALLE BAÑOS 45,10444,True
CALLE BAÑOS 45,5096,True
CALLE RAIMUNDO LULIO 0,6098,True
CALLE RAIMUNDO LULIO 0,6097,True
CALLE RAIMUNDO LULIO 18,4583,True
CALLE RAIMUNDO LULIO 18,4791,True
CALLE GRANADA 0,2301,False
CALLE TAREAS 20,8107,False
CALLE OLMO 7,7456,True
CALLE LUIS VIVES 23,7682,True
CALLE HERNAN CORTES 21,6325,True
CALLE HERNAN CORTES 21,9084,True
CALLE IBAÑEZ IBERO 20,8256,True
CALLE IBAÑEZ IBERO 20,2422,True
CALLE SAN SEBASTIAN 25,7342,True
PASEO CIRCUNVALACION (DE) 18,10238,True
"CALLE TORERO MANUEL JIMENEZ DIAZ ""CHICUE",4896,True
CALLE SANTIAGO 10,2010,False
CALLE HERNAN CORTES 13,2248,True
CALLE MELCHOR DE MACANAZ 5,2382,True
CALLE DIONISIO ACEBAL 2  LOCAL 4,10523,True
CALLE IBAÑEZ IBERO 17,5505,True
CALLE MAESTRO VARELA 2,5150,True
CALLE MAESTRO VARELA 2,5167,True
CALLE MURILLO 18,1259,True
CALLE JUAN SEBASTIAN ELCANO 13,4643,True
CALLE TEODORO CAMINO 2,3479,True
CALLE HERNAN CORTES 5,2830,True
CALLE CAMINO DE LA VIRGEN 19,7890,True
CALLE AGUILA 27,596,False
PSAJE ORIENTE 3,10532,True
CALLE DONANTES DE SANGRE 31,141,True
AVDA ARQUITECTO JULIO CARRILERO 34,4473,True
CALLE LOPE DE VEGA 13,9895,False
AVDA ARQUITECTO JULIO CARRILERO 37,6912,True
AVDA ARQUITECTO JULIO CARRILERO 34,3728,True
CALLE MURILLO 42,2047,False
AVDA ARQUITECTO JULIO CARRILERO 36,6527,True
CALLE MURILLO 31,3132,False
CALLE PROFETA ELIAS 18,8344,False
CALLE DOCTOR FLEMING 46,1460,True
"CALLE TORERO MANUEL JIMENEZ DIAZ ""CHICUE",2956,True
CALLE GRANADA 14,5722,False
PLAZA MAESTRO CHUECA 4,6600,True
CALLE ROBERTO MOLINA 10,4077,True
CALLE HISTORIA (LA) 82,,False
CALLE MURILLO 14,4304,True
CALLE SANTIAGO 11,854,False
CALLE MURILLO 0,2731,False
CALLE PAZ (LA) 0,4253,False
CALLE DIEGO DE ALMAGRO 4,7955,False
CALLE DOCTOR FLEMING 40,704,True
CALLE RODA (LA) 17,9724,True
CALLE MURILLO 9,5516,False
CALLE TERUEL 4,5016,True
CALLE PEDRO ORRENTE 0,5758,True
CALLE PADRE JORGE LOPEZ 1,7855,True
CALLE PORTUGAL 8,6819,True
CALLE MARIA MARIN 21,4881,True
CALLE BERNABE CANTOS 36,1803,True
CALLE FERNANDO POO 14,8738,False
CALLE DEMETRIO NALDA 7  9,8014,True
CALLE TINTE 37,7168,True
CALLE BATALLA DEL SALADO 8,8235,True
CALLE CRISTOBAL COLON 9,738,True
CALLE LUIS BADIA 83,2344,True
CALLE QUIÑONES 2  C/V RODA 17,9658,False
CALLE MARQUES DE VILLORES 67,418,True
CALLE LOGROÑO 13,6611,True
CALLE BLASCO DE GARAY 69,2455,True
CALLE BONIFACIO SOTOS OCHANDO 9,2675,False
CALLE CUATRO EVANGELISTAS 28,9009,False
CALLE HERMANOS FERRANDO 0,9248,False
CALLE ESPOZ Y MINA 9,6893,True
CALLE DEMETRIO NALDA 3,6266,False
CALLE RIOS ROSAS 95,4063,True
CALLE FERNANDO POO 0,7974,True
CALLE DOCTOR FERRAN 1,,True
CALLE MARZO 16,6948,True
CALLE LUIS BADIA 0,1591,True
PSAJE BUEN SUCESO 0,9048,False
CALLE VIRGEN DE LORETO 2,9226,True
CALLE VIRGEN DE LORETO 2,6914,False
AVDA 1 DE MAYO 16,8007,True
CALLE LISA (LA) 0,7734,True
CALLE POETA GARCIA CARBONELL 12,7376,True
AVDA MANCHA (LA) 8,7861,True
CALLE OBISPO TAGASTE 0,7448,True
CALLE CARMEN 45,7283,True
AVDA MANCHA (LA) 18 2,7828,True
CALLE SANTA QUITERIA 17,7889,True
PASEO PEDRO SIMON ABRIL 12,7898,True
CALLE DIEGO DE ALMAGRO 1,7781,True
CALLE TARAZONA DE LA MANCHA 1,7606,True
CALLE LETUR 39,7417,True
CALLE UDINE 0,7733,True
CALLE CID 30,6879,True
CALLE ORENSE 23,8006,True
CALLE DOCTOR COLLADO PIÑA 39,7447,True
CALLE PADRE ROMANO 51,7397,True
CALLE ENERO 0,7653,True
CALLE GRANADA 31,7424,True
CALLE MARZO 9,7920,True
AVDA GUARDIA CIVIL (ALBACETE) 18,7172,True
CALLE CARRETERA DE JAEN 39,7425,True
CALLE BRUSELAS 9,7862,True
CALLE CRUZ 40  S/N,7670,True
CALLE GERONA 36,7436,True
CALLE ALCALDE CONANGLA 50,7450,True
CALLE FERNAN PEREZ DE OLIVA 24,7280,True
CALLE DOCTOR FERRAN 48,3115,True
CALLE CRISTOBAL PEREZ PASTOR 36,7386,True
PSAJE NICOLAU 2,7608,False
CALLE CARRETERA DE VALENCIA 0,3678,False
CALLE RIOS ROSAS 101,1963,True
CALLE TINTE 21,3921,True
PASEO PEDRO SIMON ABRIL 15,1962,True
CALLE ARQUITECTO VANDELVIRA 8,600,True
AVDA 1 DE MAYO 30,8175,True
CALLE PADRE PASCUAL SUAREZ 6,8978,True
CALLE RAIMUNDO LULIO 8,4967,True
CALLE TERUEL 3,5456,False
CALLE HERNAN CORTES 26,1678,True
CALLE HERNAN CORTES 26,5545,True
CALLE JUAN SEBASTIAN ELCANO 18,6987,True
CALLE JUAN SEBASTIAN ELCANO 20,6168,True
CALLE SAN CARLOS 1,4384,True
CALLE LUIS ROSALES 4,9195,True
CALLE OCTAVIO CUARTERO 28,7063,True
CALLE DOCTOR BONILLA 19,9330,True
CALLE DOCTOR BONILLA 19,9297,True
CALLE MARIA MARIN 11,1268,True
CALLE PABLO MEDINA 24,4789,True
PASEO CUBA (LA) 6,3196,True
PASEO CUBA (LA) 6,3841,True
CALLE MANUEL DE FALLA 29,5265,False
CALLE MARIA MARIN 7,7767,True
CALLE HELLIN 7,8186,True
CALLE HELLIN 7,3578,True
CALLE MARQUES DE VILLORES 86,,True
CALLE DON QUIJOTE 15,7607,True
CALLE DON QUIJOTE 17,7674,True
CALLE PEDRO COCA 78,7088,True
CALLE VIRGEN DE LOS LLANOS (EL SALOBRAL),,False
CALLE FATIMA 14,981,True
CALLE MARQUES DE VILLORES 1,5103,True
CALLE ROSARIO 107,695,True
CALLE MARQUES DE VILLORES 122,260,True
CALLE BERNABE CANTOS 1,2714,True
CALLE BLASCO DE GARAY 21,6926,True
CALLE MARIA MARIN 3,1821,True
CALLE MARIA MARIN 13,2739,True
CALLE DOCTOR BONILLA 25,9363,True
CALLE CIUDAD REAL 2,2852,True
CALLE IBAÑEZ IBERO 23,6803,True
CALLE DOCTOR BONILLA 8,131,True
CALLE MIGUEL SERVET 55,1336,True
CALLE DOCTOR BONILLA 14,3097,True
CALLE MIGUEL LOPEZ DE LEGAZPI 4,2225,True
CALLE MIGUEL LOPEZ DE LEGAZPI 6,4515,True
CALLE BLASCO DE GARAY 61,1980,True
CALLE HERMANOS PINZON 21,6185,True
PLAZA MAESTRO CHUECA 4,6598,True
CALLE JUAN SEBASTIAN ELCANO 35,6294,True
AVDA ARQUITECTO JULIO CARRILERO 8,4375,True
CALLE DOCTOR COLLADO PIÑA 39,7416,True
AVDA ARQUITECTO JULIO CARRILERO 53,8815,True
CALLE SAN SEBASTIAN 4,9716,True
CALLE PONIENTE 23,9555,False
CALLE SANTIAGO 32,10446,True
CALLE SANTIAGO 32,4852,True
CALLE GRACIA 1,7859,True
CALLE OBISPO TAGASTE 0,4401,True
CALLE GRACIA 20 B,5632,False
CALLE GABRIEL CISCAR 0,2156,False
CALLE GRACIA 0,1476,False
CALLE GRACIA 20 A,5631,False
CALLE CARDENAL TABERA Y ARAOZ 0,6880,True
CALLE CARDENAL TABERA Y ARAOZ 0,6838,True
CALLE GRANADA 56,4417,False
CALLE CAMINO DE LA VIRGEN 31,5210,False
CALLE MAESTRO VARELA 16,2152,False
CALLE DAOIZ 1,2738,False
CALLE JUAN DE TOLEDO 21,7244,True
CALLE JUAN DE TOLEDO 21,6972,True
CALLE MAGALLANES 18,7529,False
CALLE LEPANTO 40,2134,True
CALLE PEDRO ORRENTE 0,777,True
CALLE BENAVENTE 46,7959,True
CALLE PERU 7,3082,True
CALLE ARQUITECTO FERNANDEZ 15,6078,True
CALLE CARMEN IBAÑEZ 9,4435,True
CALLE POZO 0,5842,True
CTRA VALDEGANGA (TINAJEROS) 9,,False
AVDA GUARDIA CIVIL (ALBACETE) 22,10234,True
CALLE MIGUEL LOPEZ DE LEGAZPI 16,6717,True
CALLE JUAN DE TOLEDO 25,8464,True
CALLE JUAN DE TOLEDO 25,9257,True
CALLE SAN PABLO 15,862,False
CALLE SAN PABLO 15,1837,False
CALLE FERNAN PEREZ DE OLIVA 26,7387,True
PSAJE SAN VALENTIN 8,3112,True
CALLE GRANADA 49,6581,True
PLAZA MAESTRO CHUECA 0,6655,True
CALLE SANTIAGO 56,2242,False
CALLE ARQUITECTO FERNANDEZ 0,4746,True
AVDA GUARDIA CIVIL (ALBACETE) 44,2924,True
CALLE NUESTRA SEÑORA DE MONTSERRAT 22,6907,False
AVDA GUARDIA CIVIL (ALBACETE) 46,2923,True
CALLE LUGO 0,5540,True
AVDA GUARDIA CIVIL (ALBACETE) 29,3671,True
CALLE MIGUEL LOPEZ DE LEGAZPI 42,3730,True
CALLE MIGUEL LOPEZ DE LEGAZPI 42,3751,True
CALLE JUAN DE HERRERA 1,8637,True
CALLE MIGUEL LOPEZ DE LEGAZPI 35,4710,True
AVDA GUARDIA CIVIL (ALBACETE) 48,4611,True
CALLE ALICANTE 16,6013,True
PSAJE SAN VALENTIN 0,2935,True
PASEO CUBA (LA) 24,7124,True
PSAJE SAN VALENTIN 7,7370,True
CALLE SANTIAGO 33,5145,True
CALLE BADAJOZ 21,7766,True
CALLE TORRES QUEVEDO 84,8432,True
CALLE MARQUES DE VILLORES 38,7517,True
CALLE ANTONIO MACHADO 19,7408,True
CALLE ANTONIO MACHADO 19,9258,True
CALLE CALATRAVA 13,6751,False
CALLE RAMON Y CAJAL (SANTA ANA) 6,,False
CALLE BARRIO DEL MILAGRO (SANTA ANA) 17,8769,False
CALLE PEDRO SIMON ABRIL (SANTA ANA) 7,,False
CALLE ONESIMO REDONDO (SANTA ANA) 32,,False
CALLE TORRES QUEVEDO (SANTA ANA) 1,,False
AVDA ESTACION (SANTA ANA) 8,,False
CALLE SAN LUIS 13,294,True
CALLE VIRGEN DESAMPARADOS 15,4593,True
PASEO PRINCIPE (ARGAMASON) 1,,False
PASEO PRINCIPE (ARGAMASON) 0,,False
CALLE VICTORIA (LA) (ARGAMASON) 24,9947,False
CALLE CORUÑA 3,3886,True
CALLE CORUÑA 3,4374,False
CALLE PEÑAS (LAS) (ARGAMASON) 3,,False
CALLE MAYOR (ARGAMASON) 30,,False
CALLE CID 0,7181,True
CALLE JOAQUIN QUIJADA 3,8481,True
CALLE ALMERIA 34,1266,False
CALLE LOPE DE VEGA 5,4099,False
CALLE LOPE DE VEGA 7,821,True
CALLE JOSE ZORRILLA 9,7829,True
CALLE LUIS ROSALES 5,3379,True
CALLE CERVANTES 12,2229,True
CALLE GONZALEZ RUBIO 18,8003,True
CALLE LERIDA 18,7556,True
CALLE DIONISIO ACEBAL 12,9269,True
CALLE DIONISIO ACEBAL 18,9268,True
CALLE ALCALDE MARTINEZ DE LA OSSA 3,7933,True
CALLE JORGE GUILLEN 11,2044,True
CALLE RIOS ROSAS 27,470,True
CALLE PEREZ GALDOS 52,5732,True
CALLE PEREZ GALDOS 58,985,True
CALLE RODA (LA) 22,7433,True
CALLE CABO FINISTERRE 8,7895,False
CALLE OCTAVIO CUARTERO 40,,True
CALLE RAMON CASAS 18,7793,True
CALLE CRISTOBAL PEREZ PASTOR 66,3540,True
CALLE FATIMA 6,6550,True
CALLE PEREZ GALDOS 60,2553,True
CALLE TORRES QUEVEDO 35,2999,True
CALLE AGUJA 5,6520,False
CALLE PEREZ GALDOS 64,4792,True
CALLE DIONISIO ACEBAL 0,2427,True
CALLE PEREZ GALDOS 46,2506,True
CALLE LETUR 25,7842,True
CALLE DIONISIO ACEBAL 5,10248,True
CALLE DOCTOR FLEMING 20,152,True
CALLE FRANCISCO PIZARRO 41,5089,True
CALLE RIOS ROSAS 46,7123,True
CALLE JUAN DE AUSTRIA 1,4776,True
CALLE RIOS ROSAS 58,6537,True
CALLE ANTONIO MACHADO 62,2007,True
CALLE ANTONIO MACHADO 62,1936,True
CALLE ANTONIO MACHADO 58,2363,True
CALLE CLAVILEÑO 28,9942,False
CALLE DOCTOR FLEMING 11,394,True
CALLE ANTONIO MACHADO 69,5566,True
CALLE AGUSTINA DE ARAGON 29,1445,False
CALLE ANTONIO CUEVAS BELMONTE 12,1972,False
CALLE PROFETA ELIAS 11,8837,False
CALLE ACANTILADO 29,8951,False
CALLE ACANTILADO 29,8742,False
CALLE BADAJOZ 25,9366,False
CALLE JORGE GUILLEN 0,1250,True
CALLE DOCTOR FERRAN 34,563,True
CALLE DOCTOR COLLADO PIÑA 34,2829,True
CALLE AMOR DE DIOS 7,,False
CALLE LUIS VIVES 10,4438,False
CALLE IGNACIO MONTURIOL 12,6436,True
CALLE FRANCISCANOS 34,709,True
CALLE PEREZ GALDOS 45,7241,True
CALLE ALCALDE CONANGLA 18,2811,True
CALLE ROSARIO 38,511,True
CALLE PEDRO COCA 21,509,True
CALLE TETUAN 6,875,True
CALLE RIOS ROSAS 19,6096,True
CALLE MARQUES DE VILLORES 72,739,True
CALLE MARQUES DE VILLORES 78,2390,True
CALLE MARIA MARIN 6,8412,True
CALLE MARIA MARIN 8,597,True
CALLE CARMEN CONDE 7,7432,True
CALLE DOCTOR BONILLA 13,3481,True
CALLE DOCTOR BELTRAN MATEOS 12,5623,True
CALLE ANTONIO MACHADO 28,8145,True
CALLE HERRADORES 3,,True
CALLE HERRADORES 1,9801,True
CALLE DOCTOR FERRAN 52,2640,True
CALLE CRISTOBAL COLON 7,7348,True
CALLE DIONISIO GUARDIOLA 10,7402,True
CALLE IBAÑEZ IBERO 6,5825,True
CALLE ROSARIO 51,127,True
CALLE MELCHOR DE MACANAZ 5,1438,True
CALLE MONTESA 0,6423,False
CALLE MARTINEZ IBAÑEZ 11,6645,False
CALLE PEDRO COCA 31,,True
CALLE FATIMA 34,1166,True
CALLE JUAN DE AUSTRIA 5,9017,True
CALLE PEDRO COCA 10,7325,True
PLAZA SAN JUAN DE DIOS 4,2351,True
CALLE GARCIA MAS 3,6393,True
CALLE SAN CRISTOBAL 15,1950,False
CALLE TORRES QUEVEDO 80,234,True
CALLE TORRES QUEVEDO 80,1022,True
CALLE HELLIN 53,6753,True
CALLE CARRETERA DE VALENCIA 26,3629,True
CALLE JORGE JUAN 10,2380,True
CALLE CARCELEN 12,10118,True
CALLE PORTUGAL 5,5104,True
CALLE PEDRO ORRENTE 4 A,7885,False
CALLE BAÑOS 58,5989,True
CALLE LUIS VIVES 10,6584,False
CALLE JUAN DE TOLEDO 3,7061,True
AVDA RAMON Y CAJAL 45,4613,True
CALLE GENERAL VILLACAMPA 0,4365,True
AVDA RAMON Y CAJAL 43,4652,True
CALLE MARIANA PINEDA 19,6829,True
CALLE INDUSTRIA 13,4248,True
CALLE GOMEZ GIL 0,4517,True
CALLE MIGUEL LOPEZ DE LEGAZPI 12,3420,True
CALLE MIGUEL LOPEZ DE LEGAZPI 12,3300,True
CALLE GABRIEL CISCAR 9,6749,True
CALLE GABRIEL CISCAR 27,1146,True
CALLE FERNAN PEREZ DE OLIVA 27,3875,True
PSAJE SAN VALENTIN 4,2783,True
CALLE MAYOR (SALOBRAL (EL)) 66,,False
CALLE ZARAGOZA 1,1295,False
PLAZA MAESTRO CHUECA 0,10393,False
CALLE SANTIAGO 26,6823,True
CALLE CAMINO DE LA VIRGEN 31,5470,False
CALLE SAN PABLO 13,6752,False
CALLE SAN PABLO 3,2147,True
CALLE ZARAGOZA 23,1592,True
CALLE SANTIAGO 21,3108,True
PLAZA MAESTRO CHUECA 6,6577,True
CALLE ESCRITOR BEN NASSIR 19,9370,True
CALLE QUEVEDO 58,4943,True
CALLE QUEVEDO 54,1687,True
CALLE ZARAGOZA 9,2543,False
CALLE QUEVEDO 58 B,5700,True
CALLE ZARAGOZA 0,3612,True
CALLE VIRGEN DEL PILAR 18,7357,False
CALLE MAESTRO VARELA 1,8066,True
CALLE GRANADA 52,2019,True
CALLE CARMEN 53,8245,True
CALLE CARMEN 53,8820,True
CALLE MAYOR (ARGAMASON) 4,,False
CALLE ALBACETE (ARGAMASON) 0,,False
PLAZA JESUS DE MEDINACELI 2,795,True
CALLE MARIA MARIN 0,335,True
CALLE ALCARAZ 1 C,9023,False
CALLE AMISTAD 6,3286,False
CALLE CUATRO EVANGELISTAS 1,7728,False
CALLE FRANCISCO JAVIER DE MOYA 44,3400,True
CALLE DOCTOR BELTRAN MATEOS 8,7188,True
CALLE HERMANOS FALCO 17,303,True
CALLE QUIMICA (LA) 2,8417,False
CALLE LUIS ROSALES 0  S/N,10364,True
CALLE MUÑOZ SECA 0,2278,True
CALLE CIUDAD REAL 7,5495,True
CALLE ALDONZA 19,10413,False
CALLE LITERATURA (LA) 24,8607,False
CALLE MIGUEL LOPEZ DE LEGAZPI 40,10386,True
CALLE HERREROS 58,7880,True
CALLE CRISTOBAL PEREZ PASTOR 33,2205,True
CALLE CABA 23,2725,True
CALLE CABA 31,10135,True
CALLE RIOS ROSAS 73,10785,True
CALLE LERIDA 14,9569,True
CALLE CID 37,7224,True
CALLE FILIPINAS 0,5726,False
CALLE HERNAN CORTES 29,3876,True
CALLE JUAN SEBASTIAN ELCANO 36,7135,True
CALLE MARQUES DE VILLORES 15,6425,True
CALLE MARZO 33  Local II,10265,True
CALLE PUERTA DE MURCIA 8,10361,True
CALLE PUERTA DE MURCIA 8,7494,True
CALLE VELARDE 19,3831,True
CALLE TEODORO CAMINO 23,7747,True
CALLE CORNEJO 0,7550,True
CALLE CID 27,6693,True
CALLE ORO 28,9579,True
CALLE ARCO IRIS 4,990,False
CALLE SANTA QUITERIA 16,8255,True
CALLE SANTA QUITERIA 18,6074,True
CALLE MARZO 22,9250,True
CALLE LUIS VIVES 49,2410,False
CALLE SANTA QUITERIA 26,9408,True
CALLE SANTA QUITERIA 28,1656,True
CALLE CRISTOBAL PEREZ PASTOR 80,4185,True
